Pid,Latitude,Longitude
22_45_79,40.74621884426983,-73.98151935953092
32_25_80,40.68900261661789,-73.9290847274161
12_94_81,40.94269410852135,-73.99635314941406
16_48_82,40.761942896511016,-73.78896894871082
16_35_83,40.69321217941903,-73.93010370763156
21_53_84,40.80615113329764,-74.07784459703637
9_45_85,40.75673368214285,-73.95445704460144
30_44_86,40.73743415035814,-73.99128147407096
21_44_87,40.74551752113523,-73.99235129356384
21_34_88,40.70972827284494,-74.01076978215657
22_44_89,40.74272121548715,-73.99276210416295
8_44_90,40.75853784442297,-73.98560285568237
28_27_91,40.67284344395805,-73.87066384993089
4_93_92,40.96535005,-74.06280286666667
33_27_93,40.672841077323234,-73.87062939512292
32_94_94,40.9460393052988,-74.01625553200782
2_5_95,40.5770155421849,-73.98116111755371
16_50_96,40.76921864258713,-74.25901478846667
30_93_97,40.96535583001569,-74.06285508050317
16_94_98,40.93190933538416,-74.01238511084367
21_44_99,40.75269756436712,-73.99003612905999
21_44_100,40.74050711736373,-73.98690838360204
16_75_101,40.86107855194721,-73.93010370763155
34_5_102,40.58685478299066,-73.95217264328431
16_92_103,40.963240757086346,-74.09463109843134
35_93_104,40.96535501903463,-74.06283213352812
25_44_105,40.74379022679562,-73.98389160633087
7_44_106,40.76203225371199,-73.98515224456787
8_28_107,40.667260667168485,-73.7982988357544
21_44_108,40.74211268500876,-73.98972048733542
16_55_109,40.80356163623484,-73.94186034276925
36_93_110,40.96532877881822,-74.06292392141155
37_87_111,40.918617842976126,-73.86543813495955
0_43_112,40.76147966168067,-74.07551050186157
11_4_113,40.60189764651378,-73.99352073669434
15_33_114,40.72696606629052,-74.0383243560791
30_93_115,40.96541694223362,-74.06288376421803
30_34_116,40.71945037152671,-73.98781514808185
38_34_117,40.70964742200671,-74.01051729615469
16_95_118,40.93508141690897,-73.96537147003376
21_84_119,40.910894,-74.031547
16_35_120,40.69321217941903,-73.93010370763156
39_35_121,40.71595073760232,-73.94959533722336
16_35_122,40.69321217941903,-73.93010370763156
32_44_123,40.75696158119556,-73.9898237883206
40_93_124,40.95105710437937,-74.08986568450928
41_54_125,40.77079184896987,-73.98592472076416
11_25_126,40.65526229575358,-73.9615085721016
22_93_127,40.94709963333333,-74.072561
38_45_128,40.74697,-73.98138
0_44_129,40.74911014966418,-73.98845672607422
22_34_130,40.72424,-73.997779
24_44_131,40.742016043363805,-74.00516336676101
16_67_132,40.836080595143486,-73.82426211435131
25_61_133,40.812158822891696,-74.19442355632782
16_43_134,40.72966216538398,-74.04763775758458
8_44_135,40.75850533742767,-73.98914337158203
4_34_136,40.72584842252312,-74.00399271271695
11_45_137,40.75885710200309,-73.98109465898243
22_55_138,40.781333,-73.97965
11_24_139,40.67026755172896,-73.98977637290949
24_44_140,40.7373,-74.03744
36_44_141,40.731155872068506,-73.98872764725327
21_44_142,40.74226610630077,-73.98446559906006
16_13_143,40.625784494598165,-74.0828838592642
20_45_144,40.74276195733468,-73.97692322731018
18_45_145,40.76232480057456,-73.9678144454956
5_44_146,40.74982540095488,-73.98796319961548
42_44_147,40.75671096305903,-74.00100198012031
43_34_148,40.69326244953332,-73.9917348465147
11_16_149,40.646098782777614,-73.9026689529419
12_86_150,40.89621269901943,-73.87670483270945
19_34_151,40.70145732419213,-74.01321428847186
15_47_152,40.73405557647634,-73.87084722518921
0_44_153,40.73606359173575,-74.02938723564148
44_93_154,40.96533795,-74.0628079
16_57_155,40.79012656060537,-73.84778739924586
7_25_156,40.68383327254962,-73.93749474191857
21_55_157,40.77350198619314,-73.98102578853477
12_16_158,40.64350090452625,-73.90490893133068
8_45_159,40.75673068586622,-73.97406974625711
11_34_160,40.69147464622913,-73.98738384246826
7_73_161,40.88595663003309,-74.0434956550598
7_55_162,40.80785512034932,-73.94546239164602
11_44_163,40.73977358599364,-74.00257587432861
21_93_164,40.96521460587434,-74.06837948377257
16_65_165,40.84637533928019,-73.96537147003376
9_65_166,40.82809886666084,-73.93391132354736
8_93_167,40.96550875,-74.06288358333333
7_45_168,40.745306184001095,-73.94837379455566
11_26_169,40.6782621941429,-73.89171481132507
3_93_170,40.96541698333333,-74.06291968333333
24_45_171,40.7645026089675,-73.9740800857544
26_67_172,40.82749248,-73.8566178
45_55_173,40.77552917709761,-73.97142385887315
15_77_174,40.86782694231008,-73.82703923160857
25_65_175,40.82723996688574,-73.94570922281969
26_26_176,40.65299279819418,-73.90020087549914
16_65_177,40.84637533928019,-73.96537147003376
16_37_178,40.69954648520066,-73.836025107013
11_76_179,40.8864595193891,-73.87842178344727
27_73_180,40.88366806062851,-74.05626344761434
46_44_181,40.758017730590645,-73.9922547340393
17_65_182,40.8276361255471,-73.94684493541718
31_73_183,40.88302032878746,-74.0758752822876
11_25_184,40.68430737873073,-73.97759780287743
21_44_185,40.736676,-73.98891
12_88_186,40.91192343390238,-73.78237724304199
47_28_187,40.67172008474036,-73.8066029548645
24_44_188,40.74174,-73.99365
21_45_189,40.75270452466205,-73.97569973252601
12_84_190,40.90266453914116,-74.00578886034883
14_93_191,40.96532194280211,-74.06280344980541
23_43_192,40.74862247391861,-74.03892517089844
24_44_193,40.73485228613973,-73.99108529090881
11_44_194,40.7429651739036,-73.99287700653076
30_84_195,40.91142073810325,-73.98678302764893
11_26_196,40.67692778613304,-73.89869928359985
16_72_197,40.87785167732287,-74.11812337576457
11_46_198,40.76669659750053,-73.92148733139038
25_65_199,40.82677242597907,-73.94607659886712
16_54_200,40.80204208379726,-74.00063278107605
46_45_201,40.75756480347108,-73.96864592496735
48_65_202,40.84336374022088,-73.93525593409399
19_34_203,40.70325299803113,-74.00609493255615
24_45_204,40.74681866964715,-73.94420526985277
16_65_205,40.833165200622425,-73.94186034276925
46_24_206,40.68881469717024,-73.98510631996176
21_55_207,40.77296038604625,-73.98154805548008
49_45_208,40.75187357799962,-73.9740800857544
5_45_209,40.758728399405584,-73.97855791454388
50_44_210,40.73699909877152,-73.99245220578715
27_93_211,40.95672907623208,-74.06300067901611
51_92_212,40.931951,-74.132019
26_45_213,40.75897276385511,-73.97923514823479
11_25_214,40.67933621045698,-73.93028497695923
20_44_215,40.74490101607357,-73.99805899339255
16_43_216,40.72966216538398,-74.04763775758458
19_44_217,40.75944803383743,-74.00562286376953
38_37_218,40.70813495353977,-73.83076429367065
3_65_219,40.8463461517002,-73.94103527069092
51_44_220,40.73316247409845,-73.99104044018358
12_74_221,40.84816411132264,-73.99766206741333
22_45_222,40.75365075876886,-73.96948390098557
22_45_223,40.76695833299644,-73.95777486481806
48_44_224,40.73939794092962,-73.99320973426613
15_93_225,40.95634251626308,-74.06902771574032
52_44_226,40.74140750304299,-73.98843795061111
8_45_227,40.74954092693113,-73.97773325443268
16_46_228,40.76071686239771,-73.91834636014222
21_45_229,40.74642075213303,-73.98215066942257
38_14_230,40.61930119062167,-73.98981804937846
1_21_231,40.67076899629418,-74.18085152846197
21_85_232,40.895019294718885,-73.94258075790712
12_45_233,40.745180776401206,-73.97943602217596
24_44_234,40.73652697126574,-73.9905595779419
21_53_235,40.7903220753707,-74.04909610748291
12_4_236,40.604532,-73.992438
16_73_237,40.863020847419,-74.0828838592642
21_44_238,40.73952471056237,-73.98845217626241
16_35_239,40.696558013644136,-73.95361626406626
21_61_240,40.838724200957486,-74.18097765727866
16_72_241,40.87454170662472,-74.09463109843134
26_16_242,40.64256911101708,-73.88731055634743
53_88_243,40.917762096880736,-73.77304648915751
22_44_244,40.74611901545656,-73.99307012557983
11_77_245,40.88357190912476,-73.86267185211182
25_55_246,40.80276513058523,-73.96798610687256
20_44_247,40.75239971617386,-73.99415090184415
16_35_248,40.70477380546345,-73.94186034276925
16_8_249,40.59555553017763,-73.80073403370818
54_45_250,40.735604988736725,-73.9719633703152
12_45_251,40.746736760718505,-73.98262023925781
16_73_252,40.88108826152176,-74.07113588841028
21_34_253,40.724169079279605,-73.99721145629883
11_44_254,40.73977053760343,-74.00258123874664
25_24_255,40.655513964295885,-74.00622498310831
30_73_256,40.863929,-74.079579
55_21_257,40.67274110989961,-74.18081712967889
21_44_258,40.7418191670992,-73.99140199090107
10_8_259,40.59537124719099,-73.79675592725259
56_41_260,40.74710920467287,-74.15280867121942
16_15_261,40.628964535118925,-73.96537147003376
21_46_262,40.750091737679625,-73.91028286586223
12_13_263,40.6263716902048,-74.09202990525007
3_55_264,40.79962395900535,-73.97343267040648
0_25_265,40.68444568744034,-73.97785663604736
57_34_266,40.72270549271865,-73.99819850921631
46_72_267,40.8706300946324,-74.09792627389562
20_65_268,40.82728397239936,-73.94556199416152
4_61_269,40.84066470643357,-74.16179180145264
7_34_270,40.71421605600625,-74.00596618652344
4_49_271,40.76305616209761,-73.74328136444092
13_45_272,40.752967128069095,-73.97698534575743
11_46_273,40.74559767243396,-73.90328983226816
58_5_274,40.57696138238364,-73.98161692574057
11_44_275,40.73822396962131,-73.99621367454529
0_25_276,40.68456336807219,-73.97761667053776
16_34_277,40.72134148815057,-73.98887973002674
59_44_278,40.759220487652186,-73.98880004882812
16_45_279,40.73944138679658,-73.97712595918333
26_45_280,40.74435379672637,-73.98249501939839
12_65_281,40.8465953797366,-73.94228225952985
6_63_282,40.8134844303353,-74.07433032989502
19_54_283,40.77662552133105,-74.01072978973389
12_39_284,40.69206706548725,-73.73460675784585
16_58_285,40.78168478226392,-73.78896894871082
20_44_286,40.75699374459088,-73.98907899856567
12_44_287,40.75404836175849,-73.98442336785773
25_65_288,40.82723114887419,-73.94560589818066
21_45_289,40.74642994150507,-73.98111761579283
15_63_290,40.80991152281341,-74.06785011291504
24_44_291,40.733758,-73.988277
11_45_292,40.75163299987047,-73.97588549950576
60_16_293,40.64244028555888,-73.8873737181129
11_45_294,40.74803725830298,-73.94687175750732
3_77_295,40.8519621874379,-73.82696628570557
3_35_296,40.72123579454978,-73.95244816617493
21_45_297,40.750297288149135,-73.9735474590038
21_44_298,40.73329164379054,-73.9928367092527
12_26_299,40.66421141550086,-73.91474954903893
11_35_300,40.708411471755454,-73.95790636539459
11_66_301,40.82786090041683,-73.925651460886
30_44_302,40.75006726071233,-74.00270154186394
61_27_303,40.672881641150106,-73.87076721431846
8_34_304,40.71982701192806,-74.00000095367432
16_65_305,40.8283149288856,-73.97712595918333
46_25_306,40.68610405768023,-73.94382640962873
21_57_307,40.78614007703091,-73.85758207332279
7_47_308,40.75951304689015,-73.83147239685059
8_45_309,40.76537005568367,-73.97605687379837
6_25_310,40.68312,-73.975979
3_34_311,40.72678506374359,-74.00346747445712
22_34_312,40.70819,-74.00648
0_46_313,40.745793884066536,-73.90296936035156
38_44_314,40.73340972232626,-74.00285648282618
8_44_315,40.7526195459056,-73.99336294005377
38_55_316,40.80780016884344,-73.94511222839355
16_72_317,40.85155841497341,-74.14161270853154
16_65_318,40.833165200622425,-73.94186034276925
18_45_319,40.75831461619259,-73.9772837904573
21_34_320,40.72522354013928,-74.0075333454209
8_44_321,40.74393865874401,-73.98399867372817
3_88_322,40.91788113806607,-73.77322459332524
62_55_323,40.778936659294864,-73.96229820007625
2_35_324,40.7041677477342,-73.94818899760006
24_55_325,40.778504,-73.982092
12_54_326,40.77690793839747,-74.03673962613668
11_75_327,40.85880110037853,-73.932586312294
22_65_328,40.80927000313523,-73.94907116889954
11_34_329,40.71860727913039,-73.98811340332031
16_95_330,40.93508141690897,-73.96537147003376
63_54_331,40.80494,-73.992149
21_45_332,40.76326769074044,-73.9788965316875
2_38_333,40.70253724602918,-73.79992961883545
16_58_334,40.785065635590186,-73.81249842275241
22_55_335,40.800356,-73.94687168
22_94_336,40.927690347587664,-73.99642919691247
11_47_337,40.75460438258571,-73.84554862976074
16_4_338,40.60259048645985,-73.98887973002674
21_44_339,40.74223850458576,-74.00484774995427
16_49_340,40.75686177990922,-73.75366953292578
11_44_341,40.74137193935539,-73.98931503295898
11_55_342,40.77950085761895,-73.9558461945179
64_73_343,40.86198150306815,-74.04790453737951
65_54_344,40.78129194530576,-74.02120749093491
21_44_345,40.75628266864383,-73.9934220712574
48_28_346,40.671982382481474,-73.80652727817316
11_5_347,40.599300435969774,-73.95592864757464
16_88_348,40.91799602414335,-73.77720316925277
11_35_349,40.70541414411096,-73.94938295189516
5_54_350,40.7722274447236,-73.98302876064133
25_44_351,40.741778511511214,-73.98538179575334
21_45_352,40.74929726578268,-73.97519466783456
48_44_353,40.760302,-73.99527
66_45_354,40.76266834615508,-73.96865740411552
67_73_355,40.88244673773804,-74.05593644157884
11_65_356,40.81554068461798,-73.95842347218186
0_47_357,40.74982540095488,-73.8627576828003
24_45_358,40.76806170936614,-73.98184776306152
16_39_359,40.72554094394651,-73.74190167904314
68_44_360,40.741190550641626,-73.98966309787518
22_55_361,40.77920900596156,-73.9551287537907
11_77_362,40.85723693198472,-73.86762857437134
69_44_363,40.7405579801227,-74.00777996246534
30_55_364,40.777423,-73.948947
26_84_365,40.911673458345,-73.99739904226263
16_57_366,40.79012656060537,-73.84778739924586
16_19_367,40.61848447230498,-73.75366953292578
11_86_368,40.88941188949587,-73.89850616455078
7_34_369,40.71834202528393,-74.00061816553153
70_6_370,40.59024368944973,-73.89894920251417
16_7_371,40.57912417974672,-73.82426211435131
11_55_372,40.803894,-73.937624
1_31_373,40.69576975606927,-74.1773271560669
71_65_374,40.84350462709147,-73.93913651788439
72_62_375,40.82991732677595,-74.14106369018555
20_5_376,40.58606020705239,-73.92983436584473
27_77_377,40.85550037015262,-73.84623527526855
11_4_378,40.60790819430413,-74.00176041628802
11_5_379,40.60906562433294,-73.95777225494385
21_34_380,40.72025984096279,-74.00608152178401
8_44_381,40.752155221763225,-73.99148807430478
36_44_382,40.74065934700641,-73.99826558632256
30_44_383,40.76430758425931,-73.98882150650024
21_44_384,40.7533563254318,-73.9870174251268
22_44_385,40.74167309464583,-73.99576350140552
16_76_386,40.86590418380428,-73.89482953406639
22_44_387,40.743854,-73.987898
7_75_388,40.84894322160766,-73.9369797706604
30_44_389,40.76000064275873,-73.99648189544678
52_44_390,40.75845677498381,-73.98914046612941
24_70_391,40.884835891587976,-74.21012257381425
11_56_392,40.77007682324887,-73.91798973083496
71_65_393,40.81011509621309,-73.95118534970048
0_46_394,40.74683429891953,-73.89155387878418
16_62_395,40.83838533640991,-74.11812337576457
16_19_396,40.61848447230498,-73.75366953292578
26_45_397,40.75230660947181,-73.971854320252
12_67_398,40.81780414338999,-73.85728597640991
20_83_399,40.91532869189857,-74.07670140266418
30_44_400,40.749522986346776,-73.98322963061759
16_72_401,40.85155841497341,-74.14161270853154
0_39_402,40.72465693431455,-73.70641708374023
16_52_403,40.79889202318283,-74.11812337576457
18_57_404,40.78257007402086,-73.83682057709747
31_16_405,40.64041091042064,-73.905666802868
8_45_406,40.75559589697087,-73.97380113601685
16_43_407,40.73132216899088,-74.05938718735511
73_44_408,40.742862660166125,-73.99238907827885
22_73_409,40.86284175229376,-74.05562090890453
22_24_410,40.66275977158627,-73.98301728235063
72_45_411,40.762827029146,-73.97336953664879
74_44_412,40.75689622129208,-73.99188995361328
12_58_413,40.77943655102251,-73.80902767181396
12_44_414,40.751418432997454,-73.98330688476561
11_15_415,40.63523850278024,-73.9628791809082
46_65_416,40.82462308059908,-73.9413465789418
75_27_417,40.67295509289303,-73.87084186634232
38_45_418,40.75870179473494,-73.97852921814837
43_38_419,40.721664700472566,-73.79473686218262
16_62_420,40.84494497801863,-74.09463109843134
7_66_421,40.82507881379304,-73.92013549804688
38_44_422,40.75379775034375,-73.9868152141571
76_23_423,40.68571485984485,-74.07188415527344
46_35_424,40.70321245088548,-73.94362549860294
7_39_425,40.70411033715716,-73.71480369524949
16_46_426,40.76071686239771,-73.91834636014222
21_45_427,40.76332030251672,-73.98245484526635
48_34_428,40.726493078250186,-74.00530109029536
36_45_429,40.74733835203195,-73.98198997255602
16_44_430,40.73122649796362,-73.98887973002674
27_12_431,40.63535650906132,-74.10638620755533
2_93_432,40.96457180013344,-74.06643390655518
76_34_433,40.70566047104496,-74.00287628173828
77_45_434,40.75274100802376,-73.97330797224723
22_5_435,40.58532514916689,-73.95202340155454
22_24_436,40.67956402987482,-73.98416519165039
46_61_437,40.84476009028352,-74.16051500174768
21_44_438,40.752522706592416,-73.98677064685069
43_34_439,40.71110949732056,-74.00504350662231
46_55_440,40.78932359487556,-73.94537054740798
38_44_441,40.74433543734781,-73.99541343646136
16_45_442,40.76741095844762,-73.96537147003376
22_44_443,40.74897024850466,-73.98947371253458
21_44_444,40.75790395514735,-73.9864182472229
30_55_445,40.771532064320695,-73.95629970544277
78_88_446,40.91802034314512,-73.76782894134521
16_4_447,40.57453059799639,-74.00063278107605
16_58_448,40.78168478226392,-73.78896894871082
2_62_449,40.83664807467437,-74.11432385980143
22_44_450,40.74902921051218,-73.99237186168206
16_61_451,40.84498742331356,-74.16509908485864
7_84_452,40.92431190858341,-73.99688829591487
16_35_453,40.69321217941903,-73.93010370763156
1_47_454,40.7646591385045,-73.86291136576304
43_44_455,40.74019487541442,-73.98346493517978
11_44_456,40.74970348366515,-73.98781299591064
74_46_457,40.755564,-73.922738
26_72_458,40.85037085897802,-74.09999110638731
38_45_459,40.75389731001637,-73.97855401039124
0_49_460,40.76806170936613,-73.74941825866699
11_45_461,40.76799670467506,-73.98189067840576
8_44_462,40.74088398082356,-74.00765959043375
79_45_463,40.75995453861961,-73.98016490585705
11_35_464,40.69716886084869,-73.93569231033325
30_55_465,40.802321434021,-73.967963
8_93_466,40.965220398828144,-74.06305586641602
21_45_467,40.75136273389425,-73.97971150609682
21_45_468,40.75133977617688,-73.97533815225673
21_44_469,40.73672207747068,-73.99558067321777
80_44_470,40.74265628447347,-73.98901462554932
22_45_471,40.76020331774989,-73.96292348447781
10_3_472,40.59057903474003,-74.06620530900362
22_34_473,40.72800542208163,-73.99348519842566
21_44_474,40.7370688838819,-73.99301461358039
22_46_475,40.76396628964295,-73.915114402771
16_44_476,40.75765180683012,-74.03588760058483
38_14_477,40.61960195296289,-74.00806701695224
46_55_478,40.77221449847732,-73.95037025468532
6_41_479,40.73308000062968,-74.1708254814148
12_16_480,40.63355855667462,-73.92037007537644
16_81_481,40.90911737991889,-74.20032308006297
67_93_482,40.965810267788015,-74.06760603189468
81_44_483,40.74858212413511,-73.9894220619547
18_53_484,40.7926289275032,-74.04188632965088
65_45_485,40.73177921058233,-73.98240566253662
21_44_486,40.73717732305697,-73.98822069168091
40_45_487,40.74482280084993,-73.93645570868266
21_44_488,40.75369734701415,-73.9855424897826
25_35_489,40.704112154316725,-73.94863673132467
4_93_490,40.96530185,-74.06305251666667
30_44_491,40.740727951827786,-74.00861104297583
25_55_492,40.80496514019883,-73.94109400181172
21_45_493,40.75738860676712,-73.97569399316195
23_44_494,40.734169392726656,-74.0282392501831
67_76_495,40.854907,-73.90528
27_85_496,40.88955858318924,-73.97570547188988
11_24_497,40.68610536956845,-73.99047374725342
21_44_498,40.75856659417446,-73.98478493103883
24_44_499,40.74863806916286,-73.9893417165806
21_45_500,40.75158901292357,-73.97452889871566
41_41_501,40.74625307260463,-74.16346213007058
16_57_502,40.79012656060537,-73.84778739924586
11_46_503,40.76211758001324,-73.92542481422424
62_45_504,40.761396839012,-73.97698574930376
25_45_505,40.74434194850082,-73.98244910610394
49_85_506,40.89652821480768,-73.97421323151809
21_45_507,40.74722445029306,-73.9438247680664
32_66_508,40.8118780892695,-73.90872122495026
22_44_509,40.74442473818606,-73.99649232309052
46_26_510,40.6564523968498,-73.90765907232465
22_37_511,40.721273088874895,-73.84692305545667
15_45_512,40.76792357432163,-73.98194432258606
11_35_513,40.712183695842434,-73.96777924730584
67_29_514,40.67495825554103,-73.73607208422482
18_72_515,40.86679532183928,-74.10016536712646
22_45_516,40.75753,-73.96706
25_57_517,40.78969237045133,-73.84696900073686
11_14_518,40.635055311991,-74.0117222070694
13_44_519,40.74107414663219,-74.0051408163161
16_16_520,40.63217491395537,-73.91834636014222
22_34_521,40.697802665282175,-73.99414516303145
21_44_522,40.75394790219735,-73.98551379443012
0_97_523,40.939825,-73.835217
82_66_524,40.82718998645796,-73.9214780864242
74_55_525,40.80323038208842,-73.9670617959612
16_26_526,40.67008028629618,-73.90658830179062
41_54_527,40.77111685811769,-73.98942232131958
30_72_528,40.85785364392424,-74.14799451828003
12_55_529,40.80489686471875,-73.93880357143554
0_24_530,40.67352655223766,-73.9959454536438
8_28_531,40.665749482987145,-73.78465739961639
16_54_532,40.7856244238207,-74.02413671784228
83_55_533,40.781773295128296,-73.98112909419699
22_46_534,40.76190477195068,-73.92474889755249
16_55_535,40.7838175149908,-73.94186034276925
1_18_536,40.649257213175055,-73.78267765045166
22_45_537,40.76081329459152,-73.97227764129639
84_34_538,40.71800153431413,-73.99028290313753
27_85_539,40.88955564775923,-73.97585469529054
22_46_540,40.75538459186637,-73.9226245880127
52_34_541,40.69211070019279,-73.98889981642176
16_16_542,40.63217491395537,-73.91834636014222
0_41_543,40.747582087041366,-74.17188763618469
20_46_544,40.75465043801338,-73.92345871219602
16_15_545,40.63886446869532,-73.96537147003376
85_54_546,40.76944422698758,-73.99295148625718
16_72_547,40.86633340833704,-74.10637760442646
71_44_548,40.74453006236465,-73.98274180316812
41_65_549,40.80861223601287,-73.96154880523682
21_34_550,40.719893,-74.000054
38_37_551,40.72111512901744,-73.8473308194441
4_83_552,40.89002830179658,-74.07025337219238
16_25_553,40.68499608789172,-73.94186034276925
16_2_554,40.57128331513807,-74.11812337576457
18_25_555,40.68430926459708,-73.97653193850032
46_25_556,40.650315,-73.964913
21_76_557,40.884482759429375,-73.87838157439592
22_44_558,40.746513326247246,-74.00895646619486
38_45_559,40.75437372000164,-73.97497657130793
7_34_560,40.717891692153806,-73.99794101715088
65_55_561,40.77943748615269,-73.97724361523622
46_55_562,40.799246378690846,-73.93220766956706
21_44_563,40.75458019674302,-73.99409351370946
41_84_564,40.89748967940884,-74.03334617614746
12_65_565,40.8464543664312,-73.94216171197777
16_55_566,40.77226863280218,-73.93010370763156
21_34_567,40.70834537747498,-74.0117854611128
16_58_568,40.77519535932481,-73.81249842275241
16_55_569,40.77728739385495,-73.96537147003376
67_51_570,40.80247189713238,-74.15586486577948
38_24_571,40.68670555359189,-73.99048950444671
7_37_572,40.72540497175607,-73.83224487304688
24_34_573,40.723955,-73.991829
30_44_574,40.760871,-73.990166
0_35_575,40.70386504122757,-73.94740149378777
38_44_576,40.7569233786569,-73.99151676876411
16_48_577,40.73569746375886,-73.81249842275241
26_44_578,40.7526134939238,-73.98631726267949
86_66_579,40.82137060113813,-73.90869251819866
14_34_580,40.71971101647132,-74.00456656363339
87_55_581,40.77909533410843,-73.98122549057007
30_33_582,40.72281296656192,-74.04749719603645
0_7_583,40.58358323125094,-73.8265585899353
21_44_584,40.74202374678596,-73.98998447863148
27_51_585,40.78514255985002,-74.17647256809244
27_46_586,40.730553069350144,-73.88788475346524
21_44_587,40.74790307210697,-73.98575483525792
18_62_588,40.824648526250215,-74.13560271263123
3_34_589,40.70919832245443,-74.01118576526642
55_34_590,40.707470711677146,-74.0144996501386
41_34_591,40.72908585083546,-73.99602210429897
88_62_592,40.82939777183173,-74.13660049438477
3_58_593,40.7902011706796,-73.79713507151337
11_34_594,40.72688476018746,-74.03454780578613
36_44_595,40.75688403086968,-73.9865630865097
38_44_596,40.72935205409404,-74.00692507282733
86_51_597,40.80295263118063,-74.16236126270034
7_46_598,40.7469318369775,-73.9176893234253
89_34_599,40.72154512476467,-73.98884242671608
