Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
0_36_13,"[18, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 47, 119, 148, 148, 191, 196, 226, 226]",[0],[36],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[18, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 47, 119, 148, 148, 191, 196, 226, 226]","[18, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 47, 119, 148, 148, 191, 196, 226, 226]"
0_67_14,"[0, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",[0],[67],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]","[0, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]","[0, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]"
0_26_15,"[6, 15, 21, 21, 128, 129, 129, 131, 131, 141, 157, 157, 157, 177, 226, 249, 249, 251, 263, 275]",[0],[26],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]","[6, 15, 21, 21, 128, 129, 129, 131, 131, 141, 157, 157, 157, 177, 226, 249, 249, 251, 263, 275]","[6, 15, 21, 21, 128, 129, 129, 131, 131, 141, 157, 157, 157, 177, 226, 249, 249, 251, 263, 275]"
0_55_16,"[6, 12, 12, 22, 31, 44, 65, 65, 65, 68, 76, 88, 88, 88, 126, 130, 130, 130, 130, 136]",[0],[55],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21]","[6, 12, 12, 22, 31, 44, 65, 65, 65, 68, 76, 88, 88, 88, 126, 130, 130, 130, 130, 136]","[6, 12, 12, 22, 31, 44, 65, 65, 65, 68, 76, 88, 88, 88, 126, 130, 130, 130, 130, 136]"
0_45_17,"[5, 28, 38, 58, 58, 61, 108, 126, 134, 141, 144, 144, 162, 219, 219, 243, 270, 270, 283, 302]",[0],[45],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[5, 28, 38, 58, 58, 61, 108, 126, 134, 141, 144, 144, 162, 219, 219, 243, 270, 270, 283, 302]","[5, 28, 38, 58, 58, 61, 108, 126, 134, 141, 144, 144, 162, 219, 219, 243, 270, 270, 283, 302]"
0_36_18,"[4, 4, 4, 18, 21, 44, 53, 63, 63, 63, 63, 75, 77, 85, 104, 104, 104, 104, 104, 104]",[0],[36],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[4, 4, 4, 18, 21, 44, 53, 63, 63, 63, 63, 75, 77, 85, 104, 104, 104, 104, 104, 104]","[4, 4, 4, 18, 21, 44, 53, 63, 63, 63, 63, 75, 77, 85, 104, 104, 104, 104, 104, 104]"
0_31_19,"[16, 16, 16, 19, 19, 30, 33, 35, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55]",[0],[31],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 22]","[16, 16, 16, 19, 19, 30, 33, 35, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55]","[16, 16, 16, 19, 19, 30, 33, 35, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55]"
0_67_20,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 37, 65, 65]",[0],[67],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 37, 65, 65]","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 37, 65, 65]"
0_52_21,"[2, 2, 6, 21, 22, 22, 36, 81, 102, 113, 114, 114, 114, 124, 138, 159, 162, 173, 173, 186]",[0],[52],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21]","[2, 2, 6, 21, 22, 22, 36, 81, 102, 113, 114, 114, 114, 124, 138, 159, 162, 173, 173, 186]","[2, 2, 6, 21, 22, 22, 36, 81, 102, 113, 114, 114, 114, 124, 138, 159, 162, 173, 173, 186]"
0_56_22,"[5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 31, 36, 36]",[0],[56],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 31, 36, 36]","[5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 31, 36, 36]"
0_54_23,"[10, 21, 22, 34, 74, 137, 138, 138, 159, 159, 159, 159, 159, 169, 170, 173, 173, 201, 207, 274]",[0],[54],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 21, 22]","[10, 21, 22, 34, 74, 137, 138, 138, 159, 159, 159, 159, 159, 169, 170, 173, 173, 201, 207, 274]","[10, 21, 22, 34, 74, 137, 138, 138, 159, 159, 159, 159, 159, 169, 170, 173, 173, 201, 207, 274]"
0_14_24,"[46, 46, 75, 75, 75, 87, 87, 87, 87, 105, 105, 125, 131, 131, 131, 131, 131, 131, 131, 131]",[0],[14],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 22, 23]","[46, 46, 75, 75, 75, 87, 87, 87, 87, 105, 105, 125, 131, 131, 131, 131, 131, 131, 131, 131]","[46, 46, 75, 75, 75, 87, 87, 87, 87, 105, 105, 125, 131, 131, 131, 131, 131, 131, 131, 131]"
0_56_25,"[2, 2, 2, 14, 22, 31, 31, 31, 31, 31, 31, 31, 38, 40, 46, 51, 51, 51, 51, 51]",[0],[56],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[2, 2, 2, 14, 22, 31, 31, 31, 31, 31, 31, 31, 38, 40, 46, 51, 51, 51, 51, 51]","[2, 2, 2, 14, 22, 31, 31, 31, 31, 31, 31, 31, 38, 40, 46, 51, 51, 51, 51, 51]"
0_56_26,"[6, 6, 14, 14, 36, 38, 38, 46, 46, 46, 46, 46, 46, 46, 53, 58, 61, 65, 74, 132]",[0],[56],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[6, 6, 14, 14, 36, 38, 38, 46, 46, 46, 46, 46, 46, 46, 53, 58, 61, 65, 74, 132]","[6, 6, 14, 14, 36, 38, 38, 46, 46, 46, 46, 46, 46, 46, 53, 58, 61, 65, 74, 132]"
0_16_27,"[20, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]",[0],[16],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 20, 22, 23]","[20, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]","[20, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]"
0_15_28,"[17, 75, 106, 128, 152, 207, 210, 222, 226, 226, 226, 226, 226, 226, 275, 278, 282, 334, 347, 347]",[0],[15],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 22, 23]","[17, 75, 106, 128, 152, 207, 210, 222, 226, 226, 226, 226, 226, 226, 275, 278, 282, 334, 347, 347]","[17, 75, 106, 128, 152, 207, 210, 222, 226, 226, 226, 226, 226, 226, 275, 278, 282, 334, 347, 347]"
0_94_29,"[74, 142, 169, 173, 173, 173, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244]",[0],[94],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 22]","[74, 142, 169, 173, 173, 173, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244]","[74, 142, 169, 173, 173, 173, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244]"
0_20_30,"[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41]",[0],[20],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41]","[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41]"
0_45_31,"[47, 47, 47, 47, 47, 47, 47, 47, 51, 55, 55, 55, 55, 55, 55, 55, 55, 102, 135, 135]",[0],[45],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[47, 47, 47, 47, 47, 47, 47, 47, 51, 55, 55, 55, 55, 55, 55, 55, 55, 102, 135, 135]","[47, 47, 47, 47, 47, 47, 47, 47, 51, 55, 55, 55, 55, 55, 55, 55, 55, 102, 135, 135]"
0_36_32,"[21, 21, 47, 47, 58, 58, 70, 70, 71, 73, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",[0],[36],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[21, 21, 47, 47, 58, 58, 70, 70, 71, 73, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[21, 21, 47, 47, 58, 58, 70, 70, 71, 73, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96]"
0_58_33,"[62, 77, 79, 79, 79, 79, 79, 79, 80, 106, 126, 128, 130, 155, 177, 184, 184, 205, 205, 226]",[0],[58],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 21, 22, 23]","[62, 77, 79, 79, 79, 79, 79, 79, 80, 106, 126, 128, 130, 155, 177, 184, 184, 205, 205, 226]","[62, 77, 79, 79, 79, 79, 79, 79, 80, 106, 126, 128, 130, 155, 177, 184, 184, 205, 205, 226]"
0_35_34,"[13, 13, 14, 14, 14, 14, 14, 62, 62, 62, 62, 62, 62, 62, 77, 94, 122, 128, 128, 162]",[0],[35],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 21, 22, 23]","[13, 13, 14, 14, 14, 14, 14, 62, 62, 62, 62, 62, 62, 62, 77, 94, 122, 128, 128, 162]","[13, 13, 14, 14, 14, 14, 14, 62, 62, 62, 62, 62, 62, 62, 77, 94, 122, 128, 128, 162]"
0_26_35,"[14, 17, 46, 46, 46, 46, 46, 46, 46, 53, 62, 85, 126, 129, 157, 157, 157, 157, 157, 157]",[0],[26],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]","[14, 17, 46, 46, 46, 46, 46, 46, 46, 53, 62, 85, 126, 129, 157, 157, 157, 157, 157, 157]","[14, 17, 46, 46, 46, 46, 46, 46, 46, 53, 62, 85, 126, 129, 157, 157, 157, 157, 157, 157]"
0_50_36,"[2, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 114, 114, 137, 138, 138, 138]",[0],[50],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21]","[2, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 114, 114, 137, 138, 138, 138]","[2, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 114, 114, 137, 138, 138, 138]"
0_65_37,"[30, 30, 30, 45, 70, 70, 70, 70, 70, 106, 127, 127, 127, 141, 141, 141, 141, 141, 141, 141]",[0],[65],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[30, 30, 30, 45, 70, 70, 70, 70, 70, 106, 127, 127, 127, 141, 141, 141, 141, 141, 141, 141]","[30, 30, 30, 45, 70, 70, 70, 70, 70, 106, 127, 127, 127, 141, 141, 141, 141, 141, 141, 141]"
0_15_38,"[37, 58, 58, 75, 75, 87, 126, 152, 163, 163, 163, 163, 163, 210, 226, 238, 238, 262, 295, 368]",[0],[15],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]","[37, 58, 58, 75, 75, 87, 126, 152, 163, 163, 163, 163, 163, 210, 226, 238, 238, 262, 295, 368]","[37, 58, 58, 75, 75, 87, 126, 152, 163, 163, 163, 163, 163, 210, 226, 238, 238, 262, 295, 368]"
0_24_39,"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 29, 46]",[0],[24],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22]","[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 29, 46]","[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 29, 46]"
0_65_40,"[45, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 92, 92]",[0],[65],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[45, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 92, 92]","[45, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 92, 92]"
0_44_41,"[47, 65, 65, 135, 135, 138, 150, 150, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",[0],[44],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21]","[47, 65, 65, 135, 135, 138, 150, 150, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]","[47, 65, 65, 135, 135, 138, 150, 150, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]"
0_57_42,"[2, 21, 31, 31, 31, 31, 31, 31, 31, 65, 106, 121, 134, 143, 165, 165, 173, 186, 186, 207]",[0],[57],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 22, 23]","[2, 21, 31, 31, 31, 31, 31, 31, 31, 65, 106, 121, 134, 143, 165, 165, 173, 186, 186, 207]","[2, 21, 31, 31, 31, 31, 31, 31, 31, 65, 106, 121, 134, 143, 165, 165, 173, 186, 186, 207]"
0_4_43,"[14, 28, 46, 68, 84, 84, 100, 101, 117, 270, 299, 299, 299, 299, 299, 299, 299, 299, 299, 307]",[0],[4],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21]","[14, 28, 46, 68, 84, 84, 100, 101, 117, 270, 299, 299, 299, 299, 299, 299, 299, 299, 299, 307]","[14, 28, 46, 68, 84, 84, 100, 101, 117, 270, 299, 299, 299, 299, 299, 299, 299, 299, 299, 307]"
0_45_44,"[5, 20, 29, 29, 29, 29, 50, 50, 50, 50, 61, 61, 61, 61, 67, 67, 67, 87, 96, 96]",[0],[45],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 22, 23]","[5, 20, 29, 29, 29, 29, 50, 50, 50, 50, 61, 61, 61, 61, 67, 67, 67, 87, 96, 96]","[5, 20, 29, 29, 29, 29, 50, 50, 50, 50, 61, 61, 61, 61, 67, 67, 67, 87, 96, 96]"
0_45_45,"[3, 5, 5, 11, 41, 58, 58, 58, 86, 115, 126, 126, 137, 137, 152, 152, 169, 169, 178, 188]",[0],[45],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]","[3, 5, 5, 11, 41, 58, 58, 58, 86, 115, 126, 126, 137, 137, 152, 152, 169, 169, 178, 188]","[3, 5, 5, 11, 41, 58, 58, 58, 86, 115, 126, 126, 137, 137, 152, 152, 169, 169, 178, 188]"
2_45_46,"[14, 20, 29, 94, 94, 109, 122, 128, 128, 144, 153, 153, 156, 162, 168, 174, 192, 202, 208, 216]",[2],[45],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 21, 23]","[14, 20, 29, 94, 94, 109, 122, 128, 128, 144, 153, 153, 156, 162, 168, 174, 192, 202, 208, 216]","[14, 20, 29, 94, 94, 109, 122, 128, 128, 144, 153, 153, 156, 162, 168, 174, 192, 202, 208, 216]"
3_7_47,"[4, 4, 7, 31, 34, 34, 47, 47, 47, 63, 96, 100, 100, 106, 106, 182, 182, 186, 190, 190]",[3],[7],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[4, 4, 7, 31, 34, 34, 47, 47, 47, 63, 96, 100, 100, 106, 106, 182, 182, 186, 190, 190]","[4, 4, 7, 31, 34, 34, 47, 47, 47, 63, 96, 100, 100, 106, 106, 182, 182, 186, 190, 190]"
0_45_48,"[6, 6, 6, 20, 27, 45, 51, 64, 64, 71, 72, 72, 77, 85, 86, 88, 88, 128, 130, 130]",[0],[45],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 21, 22, 23]","[6, 6, 6, 20, 27, 45, 51, 64, 64, 71, 72, 72, 77, 85, 86, 88, 88, 128, 130, 130]","[6, 6, 6, 20, 27, 45, 51, 64, 64, 71, 72, 72, 77, 85, 86, 88, 88, 128, 130, 130]"
0_35_49,"[3, 46, 46, 46, 46, 46, 46, 85, 128, 128, 131, 131, 131, 131, 131, 154, 194, 194, 194, 194]",[0],[35],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22]","[3, 46, 46, 46, 46, 46, 46, 85, 128, 128, 131, 131, 131, 131, 131, 154, 194, 194, 194, 194]","[3, 46, 46, 46, 46, 46, 46, 85, 128, 128, 131, 131, 131, 131, 131, 154, 194, 194, 194, 194]"
0_46_50,"[13, 13, 21, 34, 79, 104, 104, 156, 165, 165, 165, 165, 172, 172, 179, 205, 205, 205, 214, 214]",[0],[46],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22]","[13, 13, 21, 34, 79, 104, 104, 156, 165, 165, 165, 165, 172, 172, 179, 205, 205, 205, 214, 214]","[13, 13, 21, 34, 79, 104, 104, 156, 165, 165, 165, 165, 172, 172, 179, 205, 205, 205, 214, 214]"
0_54_51,"[23, 41, 71, 264, 323, 323, 330, 330, 330, 330, 367, 367, 415, 415, 415, 415, 415, 415, 415, 415]",[0],[54],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21]","[23, 41, 71, 264, 323, 323, 330, 330, 330, 330, 367, 367, 415, 415, 415, 415, 415, 415, 415, 415]","[23, 41, 71, 264, 323, 323, 330, 330, 330, 330, 367, 367, 415, 415, 415, 415, 415, 415, 415, 415]"
0_23_52,"[11, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53]",[0],[23],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]","[11, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53]","[11, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53]"
0_38_53,"[0, 5, 5, 6, 6, 6, 6, 6, 8, 30, 30, 36, 36, 36, 62, 74, 167, 195, 195, 195]",[0],[38],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21]","[0, 5, 5, 6, 6, 6, 6, 6, 8, 30, 30, 36, 36, 36, 62, 74, 167, 195, 195, 195]","[0, 5, 5, 6, 6, 6, 6, 6, 8, 30, 30, 36, 36, 36, 62, 74, 167, 195, 195, 195]"
